file name,start offset,end offset,negative sample
datasets/Set_I_DEV/review-006.txt,168,186,lose its crispness
datasets/Set_I_DEV/review-006.txt,168,173,lose 
datasets/Set_I_DEV/review-006.txt,173,186,its crispness
datasets/Set_I_DEV/review-006.txt,3187,3208,lack of refrigeration
datasets/Set_I_DEV/review-006.txt,3187,3192,lack 
datasets/Set_I_DEV/review-006.txt,3192,3208,of refrigeration
datasets/Set_I_DEV/review-006.txt,3971,3982,As for toro
datasets/Set_I_DEV/review-006.txt,3971,3974,As 
datasets/Set_I_DEV/review-006.txt,3974,3982,for toro
datasets/Set_I_DEV/review-007.txt,4221,4240,airports across the
datasets/Set_I_DEV/review-007.txt,4221,4230,airports 
datasets/Set_I_DEV/review-007.txt,4230,4240,across the
datasets/Set_I_DEV/review-007.txt,1579,1596,you and delicious
datasets/Set_I_DEV/review-007.txt,821,825,you 
datasets/Set_I_DEV/review-007.txt,1583,1596,and delicious
datasets/Set_I_DEV/review-007.txt,4181,4194,Hill hopes to
datasets/Set_I_DEV/review-007.txt,1615,1620,Hill 
datasets/Set_I_DEV/review-007.txt,4186,4194,hopes to
datasets/Set_I_DEV/review-007.txt,110,130,sashayed through the
datasets/Set_I_DEV/review-007.txt,110,119,sashayed 
datasets/Set_I_DEV/review-007.txt,119,130,through the
datasets/Set_I_DEV/review-007.txt,3127,3134,for a D
datasets/Set_I_DEV/review-007.txt,288,292,for 
datasets/Set_I_DEV/review-007.txt,3131,3134,a D
datasets/Set_I_DEV/review-007.txt,355,367,the world to
datasets/Set_I_DEV/review-007.txt,79,83,the 
datasets/Set_I_DEV/review-007.txt,359,367,world to
datasets/Set_I_DEV/review-007.txt,3714,3729,leaf cutouts in
datasets/Set_I_DEV/review-007.txt,3714,3719,leaf 
datasets/Set_I_DEV/review-007.txt,3719,3729,cutouts in
datasets/Set_I_DEV/review-007.txt,1426,1437,a sign that
datasets/Set_I_DEV/review-007.txt,144,146,a 
datasets/Set_I_DEV/review-007.txt,1428,1437,sign that
datasets/Set_I_DEV/review-008.txt,6605,6616,place to be
datasets/Set_I_DEV/review-008.txt,127,133,place 
datasets/Set_I_DEV/review-008.txt,4429,4434,to be
datasets/Set_I_DEV/review-008.txt,719,738,restaurants such as
datasets/Set_I_DEV/review-008.txt,719,731,restaurants 
datasets/Set_I_DEV/review-008.txt,731,738,such as
datasets/Set_I_DEV/review-008.txt,4588,4602,while the bite
datasets/Set_I_DEV/review-008.txt,4588,4594,while 
datasets/Set_I_DEV/review-008.txt,4594,4602,the bite
datasets/Set_I_DEV/review-008.txt,5200,5223,around Chantelle Pabros
datasets/Set_I_DEV/review-008.txt,1339,1346,around 
datasets/Set_I_DEV/review-008.txt,5207,5223,Chantelle Pabros
datasets/Set_I_DEV/review-008.txt,3100,3112,but the rest
datasets/Set_I_DEV/review-008.txt,904,908,but 
datasets/Set_I_DEV/review-008.txt,3104,3112,the rest
datasets/Set_I_DEV/review-008.txt,1519,1542,Bernardino County where
datasets/Set_I_DEV/review-008.txt,1519,1530,Bernardino 
datasets/Set_I_DEV/review-008.txt,1530,1542,County where
datasets/Set_I_DEV/review-008.txt,1020,1036,spins on Italian
datasets/Set_I_DEV/review-008.txt,1020,1026,spins 
datasets/Set_I_DEV/review-008.txt,1026,1036,on Italian
datasets/Set_I_DEV/review-008.txt,4656,4670,And I wondered
datasets/Set_I_DEV/review-008.txt,2788,2792,And 
datasets/Set_I_DEV/review-008.txt,4660,4670,I wondered
datasets/Set_I_DEV/review-009.txt,1343,1365,modern American public
datasets/Set_I_DEV/review-009.txt,1343,1350,modern 
datasets/Set_I_DEV/review-009.txt,1350,1365,American public
datasets/Set_I_DEV/review-009.txt,1824,1835,by puffs of
datasets/Set_I_DEV/review-009.txt,902,905,by 
datasets/Set_I_DEV/review-009.txt,1827,1835,puffs of
datasets/Set_I_DEV/review-009.txt,1897,1918,dehydrated and shaved
datasets/Set_I_DEV/review-009.txt,1897,1908,dehydrated 
datasets/Set_I_DEV/review-009.txt,1908,1918,and shaved
datasets/Set_I_DEV/review-009.txt,3621,3634,My mission in
datasets/Set_I_DEV/review-009.txt,3621,3624,My 
datasets/Set_I_DEV/review-009.txt,3624,3634,mission in
datasets/Set_I_DEV/review-009.txt,1075,1087,When I stood
datasets/Set_I_DEV/review-009.txt,1075,1080,When 
datasets/Set_I_DEV/review-009.txt,1080,1087,I stood
datasets/Set_I_DEV/review-009.txt,864,878,devoted to the
datasets/Set_I_DEV/review-009.txt,864,872,devoted 
datasets/Set_I_DEV/review-009.txt,872,878,to the
datasets/Set_I_DEV/review-009.txt,1158,1168,to hand me
datasets/Set_I_DEV/review-009.txt,150,153,to 
datasets/Set_I_DEV/review-009.txt,1161,1168,hand me
datasets/Set_I_DEV/review-009.txt,1285,1306,The mission statement
datasets/Set_I_DEV/review-009.txt,431,435,The 
datasets/Set_I_DEV/review-009.txt,1289,1306,mission statement
datasets/Set_I_DEV/review-010.txt,1217,1232,as Henry Public
datasets/Set_I_DEV/review-010.txt,1202,1205,as 
datasets/Set_I_DEV/review-010.txt,0,12,Henry Public
datasets/Set_I_DEV/review-010.txt,768,784,s Brooklyn circa
datasets/Set_I_DEV/review-010.txt,61,63,s 
datasets/Set_I_DEV/review-010.txt,770,784,Brooklyn circa
datasets/Set_I_DEV/review-010.txt,1549,1562,or occupy the
datasets/Set_I_DEV/review-010.txt,1388,1391,or 
datasets/Set_I_DEV/review-010.txt,1552,1562,occupy the
datasets/Set_I_DEV/review-010.txt,2482,2496,me de violette
datasets/Set_I_DEV/review-010.txt,1030,1033,me 
datasets/Set_I_DEV/review-010.txt,2485,2496,de violette
datasets/Set_I_DEV/review-010.txt,2145,2156,from a Ward
datasets/Set_I_DEV/review-010.txt,85,90,from 
datasets/Set_I_DEV/review-010.txt,2150,2156,a Ward
datasets/Set_I_DEV/review-010.txt,2655,2661,s is a
datasets/Set_I_DEV/review-010.txt,61,63,s 
datasets/Set_I_DEV/review-010.txt,167,171,is a
datasets/Set_I_DEV/review-010.txt,627,640,to an earnest
datasets/Set_I_DEV/review-010.txt,212,215,to 
datasets/Set_I_DEV/review-010.txt,630,640,an earnest
datasets/Set_I_DEV/review-010.txt,2301,2316,Among the other
datasets/Set_I_DEV/review-010.txt,2301,2307,Among 
datasets/Set_I_DEV/review-010.txt,2307,2316,the other
datasets/Set_I_DEV/review-011.txt,2290,2303,and the other
datasets/Set_I_DEV/review-011.txt,547,551,and 
datasets/Set_I_DEV/review-011.txt,2294,2303,the other
datasets/Set_I_DEV/review-011.txt,3309,3332,Side Jewish restaurants
datasets/Set_I_DEV/review-011.txt,903,908,Side 
datasets/Set_I_DEV/review-011.txt,3314,3332,Jewish restaurants
datasets/Set_I_DEV/review-011.txt,6916,6934,dozen people filed
datasets/Set_I_DEV/review-011.txt,6916,6922,dozen 
datasets/Set_I_DEV/review-011.txt,6922,6934,people filed
datasets/Set_I_DEV/review-011.txt,2044,2060,small pieces and
datasets/Set_I_DEV/review-011.txt,442,448,small 
datasets/Set_I_DEV/review-011.txt,2050,2060,pieces and
datasets/Set_I_DEV/review-011.txt,5525,5538,like Jews and
datasets/Set_I_DEV/review-011.txt,1147,1152,like 
datasets/Set_I_DEV/review-011.txt,5530,5538,Jews and
datasets/Set_I_DEV/review-011.txt,4171,4189,Better than either
datasets/Set_I_DEV/review-011.txt,4171,4178,Better 
datasets/Set_I_DEV/review-011.txt,4178,4189,than either
datasets/Set_I_DEV/review-011.txt,3859,3880,so unpredictable when
datasets/Set_I_DEV/review-011.txt,3859,3862,so 
datasets/Set_I_DEV/review-011.txt,3862,3880,unpredictable when
datasets/Set_I_DEV/review-011.txt,4024,4039,are grenades of
datasets/Set_I_DEV/review-011.txt,1191,1195,are 
datasets/Set_I_DEV/review-011.txt,4028,4039,grenades of
datasets/Set_I_DEV/review-012.txt,688,704,When she flicked
datasets/Set_I_DEV/review-012.txt,688,693,When 
datasets/Set_I_DEV/review-012.txt,693,704,she flicked
datasets/Set_I_DEV/review-012.txt,113,123,We were at
datasets/Set_I_DEV/review-012.txt,113,116,We 
datasets/Set_I_DEV/review-012.txt,116,123,were at
datasets/Set_I_DEV/review-012.txt,637,654,with coffee beans
datasets/Set_I_DEV/review-012.txt,343,348,with 
datasets/Set_I_DEV/review-012.txt,642,654,coffee beans
datasets/Set_I_DEV/review-012.txt,1671,1683,or all eight
datasets/Set_I_DEV/review-012.txt,198,201,or 
datasets/Set_I_DEV/review-012.txt,1674,1683,all eight
datasets/Set_I_DEV/review-012.txt,1636,1651,four dishes for
datasets/Set_I_DEV/review-012.txt,1636,1641,four 
datasets/Set_I_DEV/review-012.txt,1641,1651,dishes for
datasets/Set_I_DEV/review-012.txt,1595,1613,on scratched metal
datasets/Set_I_DEV/review-012.txt,445,448,on 
datasets/Set_I_DEV/review-012.txt,1598,1613,scratched metal
datasets/Set_I_DEV/review-012.txt,668,680,stove on the
datasets/Set_I_DEV/review-012.txt,668,674,stove 
datasets/Set_I_DEV/review-012.txt,674,680,on the
datasets/Set_I_DEV/review-012.txt,1181,1199,crushing them with
datasets/Set_I_DEV/review-012.txt,1181,1190,crushing 
datasets/Set_I_DEV/review-012.txt,1190,1199,them with
datasets/Set_I_DEV/review-013.txt,4060,4072,This one you
datasets/Set_I_DEV/review-013.txt,1005,1010,This 
datasets/Set_I_DEV/review-013.txt,4065,4072,one you
datasets/Set_I_DEV/review-013.txt,6105,6125,Potential diners got
datasets/Set_I_DEV/review-013.txt,6105,6115,Potential 
datasets/Set_I_DEV/review-013.txt,6115,6125,diners got
datasets/Set_I_DEV/review-013.txt,356,374,centerpiece of his
datasets/Set_I_DEV/review-013.txt,356,368,centerpiece 
datasets/Set_I_DEV/review-013.txt,368,374,of his
datasets/Set_I_DEV/review-013.txt,6344,6357,for dinner in
datasets/Set_I_DEV/review-013.txt,1232,1236,for 
datasets/Set_I_DEV/review-013.txt,6348,6357,dinner in
datasets/Set_I_DEV/review-013.txt,6680,6692,much less to
datasets/Set_I_DEV/review-013.txt,5919,5924,much 
datasets/Set_I_DEV/review-013.txt,6685,6692,less to
datasets/Set_I_DEV/review-013.txt,7649,7658,even in a
datasets/Set_I_DEV/review-013.txt,2183,2188,even 
datasets/Set_I_DEV/review-013.txt,6355,6359,in a
datasets/Set_I_DEV/review-013.txt,469,489,gleaming copper pots
datasets/Set_I_DEV/review-013.txt,469,478,gleaming 
datasets/Set_I_DEV/review-013.txt,478,489,copper pots
datasets/Set_I_DEV/review-013.txt,3985,4004,scallop with morels
datasets/Set_I_DEV/review-013.txt,3985,3993,scallop 
datasets/Set_I_DEV/review-013.txt,3993,4004,with morels
datasets/Set_I_DEV/review-014.txt,256,277,nails every throwaway
datasets/Set_I_DEV/review-014.txt,256,262,nails 
datasets/Set_I_DEV/review-014.txt,262,277,every throwaway
datasets/Set_I_DEV/review-014.txt,1391,1408,first it operated
datasets/Set_I_DEV/review-014.txt,1391,1397,first 
datasets/Set_I_DEV/review-014.txt,1397,1408,it operated
datasets/Set_I_DEV/review-014.txt,1173,1186,it old school
datasets/Set_I_DEV/review-014.txt,978,981,it 
datasets/Set_I_DEV/review-014.txt,1176,1186,old school
datasets/Set_I_DEV/review-014.txt,1159,1172,how they kick
datasets/Set_I_DEV/review-014.txt,1159,1163,how 
datasets/Set_I_DEV/review-014.txt,1163,1172,they kick
datasets/Set_I_DEV/review-014.txt,1046,1067,restaurants with wink
datasets/Set_I_DEV/review-014.txt,1046,1058,restaurants 
datasets/Set_I_DEV/review-014.txt,1058,1067,with wink
datasets/Set_I_DEV/review-014.txt,1613,1624,this is the
datasets/Set_I_DEV/review-014.txt,401,406,this 
datasets/Set_I_DEV/review-014.txt,1618,1624,is the
datasets/Set_I_DEV/review-014.txt,4274,4287,running a six
datasets/Set_I_DEV/review-014.txt,4274,4282,running 
datasets/Set_I_DEV/review-014.txt,4282,4287,a six
datasets/Set_I_DEV/review-014.txt,3586,3604,amplified by green
datasets/Set_I_DEV/review-014.txt,3586,3596,amplified 
datasets/Set_I_DEV/review-014.txt,3596,3604,by green
datasets/Set_I_DEV/review-015.txt,921,934,spent time in
datasets/Set_I_DEV/review-015.txt,921,927,spent 
datasets/Set_I_DEV/review-015.txt,927,934,time in
datasets/Set_I_DEV/review-015.txt,3630,3646,candles in small
datasets/Set_I_DEV/review-015.txt,3630,3638,candles 
datasets/Set_I_DEV/review-015.txt,3638,3646,in small
datasets/Set_I_DEV/review-015.txt,3784,3802,essentially a back
datasets/Set_I_DEV/review-015.txt,3784,3796,essentially 
datasets/Set_I_DEV/review-015.txt,3796,3802,a back
datasets/Set_I_DEV/review-015.txt,4283,4304,my companions trooped
datasets/Set_I_DEV/review-015.txt,122,125,my 
datasets/Set_I_DEV/review-015.txt,4286,4304,companions trooped
datasets/Set_I_DEV/review-015.txt,584,597,to feed three
datasets/Set_I_DEV/review-015.txt,170,173,to 
datasets/Set_I_DEV/review-015.txt,587,597,feed three
datasets/Set_I_DEV/review-015.txt,4146,4168,the Japanese breakfast
datasets/Set_I_DEV/review-015.txt,228,232,the 
datasets/Set_I_DEV/review-015.txt,4150,4168,Japanese breakfast
datasets/Set_I_DEV/review-015.txt,3361,3384,accompanying a cardamom
datasets/Set_I_DEV/review-015.txt,3361,3374,accompanying 
datasets/Set_I_DEV/review-015.txt,3374,3384,a cardamom
datasets/Set_I_DEV/review-015.txt,3406,3415,a tree in
datasets/Set_I_DEV/review-015.txt,109,111,a 
datasets/Set_I_DEV/review-015.txt,3408,3415,tree in
datasets/Set_I_DEV/review-016.txt,1639,1652,and an unruly
datasets/Set_I_DEV/review-016.txt,400,404,and 
datasets/Set_I_DEV/review-016.txt,1643,1652,an unruly
datasets/Set_I_DEV/review-016.txt,112,127,the waiter said
datasets/Set_I_DEV/review-016.txt,112,116,the 
datasets/Set_I_DEV/review-016.txt,116,127,waiter said
datasets/Set_I_DEV/review-016.txt,1176,1187,one of only
datasets/Set_I_DEV/review-016.txt,1176,1180,one 
datasets/Set_I_DEV/review-016.txt,1180,1187,of only
datasets/Set_I_DEV/review-016.txt,1207,1230,Manhattan to specialize
datasets/Set_I_DEV/review-016.txt,1207,1217,Manhattan 
datasets/Set_I_DEV/review-016.txt,1217,1230,to specialize
datasets/Set_I_DEV/review-016.txt,1332,1352,with Vasil Chkheidze
datasets/Set_I_DEV/review-016.txt,552,557,with 
datasets/Set_I_DEV/review-016.txt,1337,1352,Vasil Chkheidze
datasets/Set_I_DEV/review-016.txt,4250,4267,The tarragon soda
datasets/Set_I_DEV/review-016.txt,521,525,The 
datasets/Set_I_DEV/review-016.txt,4254,4267,tarragon soda
datasets/Set_I_DEV/review-016.txt,3799,3817,the waiter snorted
datasets/Set_I_DEV/review-016.txt,112,116,the 
datasets/Set_I_DEV/review-016.txt,3803,3817,waiter snorted
datasets/Set_I_DEV/review-016.txt,2729,2743,When I ordered
datasets/Set_I_DEV/review-016.txt,2729,2734,When 
datasets/Set_I_DEV/review-016.txt,2734,2743,I ordered
datasets/Set_I_DEV/review-017.txt,6661,6678,t mind overpaying
datasets/Set_I_DEV/review-017.txt,22,24,t 
datasets/Set_I_DEV/review-017.txt,6663,6678,mind overpaying
datasets/Set_I_DEV/review-017.txt,398,410,a rare blend
datasets/Set_I_DEV/review-017.txt,185,187,a 
datasets/Set_I_DEV/review-017.txt,400,410,rare blend
datasets/Set_I_DEV/review-017.txt,2465,2476,and the two
datasets/Set_I_DEV/review-017.txt,232,236,and 
datasets/Set_I_DEV/review-017.txt,2469,2476,the two
datasets/Set_I_DEV/review-017.txt,3601,3613,The first is
datasets/Set_I_DEV/review-017.txt,55,59,The 
datasets/Set_I_DEV/review-017.txt,3605,3613,first is
datasets/Set_I_DEV/review-017.txt,3232,3243,fall with a
datasets/Set_I_DEV/review-017.txt,3232,3237,fall 
datasets/Set_I_DEV/review-017.txt,343,349,with a
datasets/Set_I_DEV/review-017.txt,4116,4127,the size of
datasets/Set_I_DEV/review-017.txt,79,83,the 
datasets/Set_I_DEV/review-017.txt,4120,4127,size of
datasets/Set_I_DEV/review-017.txt,172,183,s last bite
datasets/Set_I_DEV/review-017.txt,68,70,s 
datasets/Set_I_DEV/review-017.txt,174,183,last bite
datasets/Set_I_DEV/review-017.txt,2895,2904,do at the
datasets/Set_I_DEV/review-017.txt,1363,1366,do 
datasets/Set_I_DEV/review-017.txt,2872,2878,at the
datasets/Set_I_DEV/review-018.txt,2795,2810,ed mushrooms or
datasets/Set_I_DEV/review-018.txt,135,138,ed 
datasets/Set_I_DEV/review-018.txt,2798,2810,mushrooms or
datasets/Set_I_DEV/review-018.txt,440,464,Mexploitation films with
datasets/Set_I_DEV/review-018.txt,440,454,Mexploitation 
datasets/Set_I_DEV/review-018.txt,454,464,films with
datasets/Set_I_DEV/review-018.txt,1695,1710,together on the
datasets/Set_I_DEV/review-018.txt,684,693,together 
datasets/Set_I_DEV/review-018.txt,918,924,on the
datasets/Set_I_DEV/review-018.txt,168,179,nice way of
datasets/Set_I_DEV/review-018.txt,168,173,nice 
datasets/Set_I_DEV/review-018.txt,173,179,way of
datasets/Set_I_DEV/review-018.txt,3057,3077,cheese called reques
datasets/Set_I_DEV/review-018.txt,2883,2890,cheese 
datasets/Set_I_DEV/review-018.txt,3064,3077,called reques
datasets/Set_I_DEV/review-018.txt,4240,4258,the restaurant the
datasets/Set_I_DEV/review-018.txt,63,67,the 
datasets/Set_I_DEV/review-018.txt,4244,4258,restaurant the
datasets/Set_I_DEV/review-018.txt,379,387,a row of
datasets/Set_I_DEV/review-018.txt,1,3,a 
datasets/Set_I_DEV/review-018.txt,381,387,row of
datasets/Set_I_DEV/review-018.txt,1711,1726,short trip from
datasets/Set_I_DEV/review-018.txt,1711,1717,short 
datasets/Set_I_DEV/review-018.txt,1717,1726,trip from
datasets/Set_I_DEV/review-019.txt,4328,4340,tapas bar in
datasets/Set_I_DEV/review-019.txt,433,439,tapas 
datasets/Set_I_DEV/review-019.txt,4334,4340,bar in
datasets/Set_I_DEV/review-019.txt,3246,3260,pintxos do not
datasets/Set_I_DEV/review-019.txt,3246,3254,pintxos 
datasets/Set_I_DEV/review-019.txt,3254,3260,do not
datasets/Set_I_DEV/review-019.txt,5971,5989,conventions of the
datasets/Set_I_DEV/review-019.txt,5971,5983,conventions 
datasets/Set_I_DEV/review-019.txt,539,545,of the
datasets/Set_I_DEV/review-019.txt,3187,3201,than tapas and
datasets/Set_I_DEV/review-019.txt,3187,3192,than 
datasets/Set_I_DEV/review-019.txt,3192,3201,tapas and
datasets/Set_I_DEV/review-019.txt,4419,4437,spicy green pepper
datasets/Set_I_DEV/review-019.txt,4419,4425,spicy 
datasets/Set_I_DEV/review-019.txt,4425,4437,green pepper
datasets/Set_I_DEV/review-019.txt,6033,6044,a few looks
datasets/Set_I_DEV/review-019.txt,230,232,a 
datasets/Set_I_DEV/review-019.txt,6035,6044,few looks
datasets/Set_I_DEV/review-019.txt,324,340,a pleasant place
datasets/Set_I_DEV/review-019.txt,230,232,a 
datasets/Set_I_DEV/review-019.txt,326,340,pleasant place
datasets/Set_I_DEV/review-019.txt,341,353,to drink and
datasets/Set_I_DEV/review-019.txt,183,186,to 
datasets/Set_I_DEV/review-019.txt,344,353,drink and
datasets/Set_I_DEV/review-020.txt,95,106,This is the
datasets/Set_I_DEV/review-020.txt,95,100,This 
datasets/Set_I_DEV/review-020.txt,100,106,is the
datasets/Set_I_DEV/review-020.txt,1400,1416,menu dishes from
datasets/Set_I_DEV/review-020.txt,1400,1405,menu 
datasets/Set_I_DEV/review-020.txt,1405,1416,dishes from
datasets/Set_I_DEV/review-020.txt,213,229,off paper plates
datasets/Set_I_DEV/review-020.txt,213,217,off 
