% NYC Restaurant Review Dataset
@RELATION nyc_restaurant_review

@ATTRIBUTE count_of_food_adjectives_in_dish_name NUMERIC
@ATTRIBUTE count_of_food_ingredients_in_dish_name NUMERIC
@ATTRIBUTE count_of_food_adjectives_in_context NUMERIC
@ATTRIBUTE count_of_food_ingredients_in_context NUMERIC
@ATTRIBUTE has_price_attached {true, false}
@ATTRIBUTE has_meal_name_mentioned {true, false}
@ATTRIBUTE dish_name STRING
@ATTRIBUTE file_name STRING
@ATTRIBUTE class_label {positive, negative}

@DATA
0,0,0,0,false,true,ramenbowls,../Set_Q/review-146.txt,positive
0,0,0,0,false,true,'Vietnamese nuoc cham',../Set_Q/review-146.txt,positive
0,0,0,0,false,false,'airy corn pancake',../Set_Q/review-146.txt,positive
0,0,0,0,false,false,'uni and ikura',../Set_Q/review-146.txt,positive
1,1,0,0,false,false,'fried chicken wings',../Set_Q/review-146.txt,positive
0,0,0,0,false,false,tonkotsu,../Set_Q/review-146.txt,positive
0,0,0,0,false,true,'boiledbeef bones veal bones and oxtails',../Set_Q/review-146.txt,positive
0,0,0,0,false,false,'shoyu ramen',../Set_Q/review-146.txt,positive
0,0,0,0,false,false,'black sea bass',../Set_Q/review-147.txt,positive
0,0,0,0,false,false,'pancit pranses',../Set_Q/review-147.txt,positive
0,0,0,0,false,true,'liempo pork belly',../Set_Q/review-147.txt,positive
0,1,0,0,false,true,Sirloinsteak,../Set_Q/review-147.txt,positive
0,0,0,0,false,false,'torta talong',../Set_Q/review-147.txt,positive
0,0,0,0,false,false,karekare,../Set_Q/review-147.txt,positive
0,0,0,0,false,false,'longanisa sausage',../Set_Q/review-147.txt,positive
0,0,0,0,false,false,'doughnut with ube mousse filling and Cristal icing',../Set_Q/review-147.txt,positive
0,1,0,0,false,false,'crab meat',../Set_Q/review-148.txt,positive
0,0,0,0,false,false,'ahi tuna',../Set_Q/review-148.txt,positive
0,0,0,0,false,false,'Sea trout',../Set_Q/review-148.txt,positive
0,0,0,0,false,false,monkfish,../Set_Q/review-148.txt,positive
0,1,0,0,false,false,'chicken breast',../Set_Q/review-148.txt,positive
0,0,0,0,false,false,'pork chop',../Set_Q/review-148.txt,positive
0,0,0,0,false,false,ribeye,../Set_Q/review-148.txt,positive
0,1,0,0,false,false,'chicken breast',../Set_Q/review-148.txt,positive
2,0,0,0,false,false,'deepfriedveal sweetbreads',../Set_Q/review-148.txt,positive
0,0,0,0,false,true,seareddaurade,../Set_Q/review-148.txt,positive
0,0,0,0,false,true,'Japanese Kewpiemayonnaise',../Set_Q/review-149.txt,positive
0,0,0,0,false,false,'French fries',../Set_Q/review-149.txt,positive
0,1,0,1,false,true,chickenwings,../Set_Q/review-149.txt,positive
0,0,0,0,false,false,'Pork belly',../Set_Q/review-149.txt,positive
0,0,0,0,false,false,burger,../Set_Q/review-149.txt,positive
0,0,0,0,false,false,'Salted duck eggs',../Set_Q/review-149.txt,positive
0,0,0,0,false,false,balut,../Set_Q/review-149.txt,positive
0,1,0,0,false,true,'longsimmeredchicken adobo',../Set_Q/review-149.txt,positive
1,0,0,0,false,true,'sweethot sausage',../Set_Q/review-149.txt,positive
0,1,1,0,false,false,'Chicken liver mousse',../Set_Q/review-150.txt,positive
0,0,1,0,false,false,oysters,../Set_Q/review-150.txt,positive
0,1,1,0,false,false,'shrimp cocktail',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,'chopped razor clams',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,'lemon aioli',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,hamburger,../Set_Q/review-150.txt,positive
0,0,0,0,false,false,'brussels sprouts',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,burger,../Set_Q/review-150.txt,positive
0,0,0,0,false,false,'filet mignon',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,'Berkshire pork chop',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,'roasted branzino',../Set_Q/review-150.txt,positive
0,0,0,0,false,false,ciorba,../Set_Q/review-151.txt,positive
0,1,0,0,false,false,'Crumpledlooking porkandveal meatballs',../Set_Q/review-151.txt,positive
1,0,0,0,false,false,'panfried pastries stuffedundaintily with cabbage',../Set_Q/review-151.txt,positive
0,0,0,0,false,false,'Italian malfatti',../Set_Q/review-151.txt,positive
0,0,0,0,false,false,'creamy salads of veal tongue',../Set_Q/review-151.txt,positive
0,0,0,0,false,false,mititei,../Set_Q/review-151.txt,positive
0,0,0,0,false,false,kashkaval,../Set_Q/review-151.txt,positive
0,0,0,0,false,false,'breaded and baked fillets of zander',../Set_Q/review-151.txt,positive
0,1,0,0,false,false,'chicken Kiev',../Set_Q/review-151.txt,positive
0,0,0,0,false,true,'cornmeal porridgelike polenta',../Set_Q/review-151.txt,positive
0,0,0,0,false,false,'chocolate backed pudding',../Set_Q/review-151.txt,positive
0,0,0,0,false,false,'bread and fermented mozzarella',../Set_Q/review-152.txt,positive
0,0,0,0,false,false,Pizza,../Set_Q/review-152.txt,positive
0,0,0,0,false,false,ricotta,../Set_Q/review-152.txt,positive
0,1,0,0,false,false,'Jams chicken',../Set_Q/review-153.txt,positive
0,0,0,0,false,true,Jamspancakes,../Set_Q/review-153.txt,positive
0,0,0,0,false,false,'smoked salmon',../Set_Q/review-153.txt,positive
0,0,0,0,false,false,' Toasted fregola sarda',../Set_Q/review-153.txt,positive
0,0,0,0,false,true,'German chocolate angel food cake',../Set_Q/review-153.txt,positive
0,0,0,0,false,false,'Rigatoni with crab',../Set_Q/review-153.txt,positive
0,0,0,0,false,false,Salteas,../Set_Q/review-154.txt,positive
0,0,0,0,false,false,'Chinese soup dumplings',../Set_Q/review-154.txt,positive
0,1,0,0,false,false,'chicken breast',../Set_Q/review-154.txt,positive
0,0,0,0,true,false,'Bolivian fricas',../Set_Q/review-154.txt,positive
0,0,0,0,false,false,llajua,../Set_Q/review-154.txt,positive
0,0,0,0,false,false,'sandwiches de chola',../Set_Q/review-154.txt,positive
0,0,0,0,false,false,'poulet en vessie',../Set_Q/review-155.txt,positive
0,0,0,0,false,false,'fattened duck liver',../Set_Q/review-155.txt,positive
0,0,0,0,false,false,'foie grass',../Set_Q/review-155.txt,positive
1,0,0,0,false,false,'fried brussels sprout',../Set_Q/review-155.txt,positive
0,0,0,0,false,false,'smoked eel',../Set_Q/review-155.txt,positive
0,0,0,0,false,false,'Roasted piquillo peppers',../Set_Q/review-156.txt,positive
0,1,0,0,false,false,'seared skirt steak',../Set_Q/review-156.txt,positive
0,1,0,0,false,true,'Streaky lamb belly',../Set_Q/review-156.txt,positive
0,0,0,0,false,true,'slab of goat confit',../Set_Q/review-156.txt,positive
0,0,0,0,false,false,'Four razor clams',../Set_Q/review-156.txt,positive
0,0,0,0,false,false,'cha ca la Vong',../Set_Q/review-157.txt,positive
0,0,0,0,false,false,branzino,../Set_Q/review-157.txt,positive
1,1,1,0,false,true,friedchicken,../Set_Q/review-157.txt,positive
0,0,0,0,false,false,'tater tots',../Set_Q/review-157.txt,positive
0,0,0,0,false,true,'charredlemon grass calamari',../Set_Q/review-157.txt,positive
1,0,0,0,false,false,'pad Thai with bacon and fried oysters',../Set_Q/review-157.txt,positive
0,0,0,0,false,false,'fluke fillet',../Set_Q/review-157.txt,positive
0,0,0,0,false,false,'chow fun noodles with pork and mustard greens',../Set_Q/review-157.txt,positive
1,1,1,1,false,false,'fried chicken',../Set_Q/review-158.txt,positive
1,1,0,0,false,false,'fried chicken',../Set_Q/review-158.txt,positive
1,1,0,1,false,false,'pork ribs lacquered with sweet barbecue sauce',../Set_Q/review-158.txt,positive
0,0,0,1,false,false,'smoky turkey',../Set_Q/review-158.txt,positive
0,0,0,1,false,false,'candied yams',../Set_Q/review-158.txt,positive
0,0,0,0,false,false,'pork chop over white rice',../Set_Q/review-158.txt,positive
0,0,0,0,false,false,'okra succotash',../Set_Q/review-158.txt,positive
0,1,0,0,false,false,'beef ribs',../Set_Q/review-158.txt,positive
0,0,0,0,false,false,'Smothered oxtail',../Set_Q/review-158.txt,positive
0,0,0,0,false,false,'baked bluefish',../Set_Q/review-158.txt,positive
0,0,0,0,false,false,'tail and pork belly',../Set_Q/review-159.txt,positive
0,1,0,0,false,false,'Colorado lamb loin',../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'Wiener schnitzel',../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'dry veal tenderloin  with charred onions',../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'dice roll',../Set_Q/review-159.txt,positive
0,0,0,0,false,false,burgers,../Set_Q/review-159.txt,positive
0,0,0,0,false,false,sliders,../Set_Q/review-159.txt,positive
0,0,0,0,false,false,fries,../Set_Q/review-159.txt,positive
0,0,0,0,false,false,hamburger,../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'papas fritas',../Set_Q/review-159.txt,positive
0,0,0,0,false,false,saffronaioli,../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'pastrami porkbelly sliders with raclette',../Set_Q/review-159.txt,positive
0,0,0,0,false,true,'sea scallop sandwich',../Set_Q/review-159.txt,positive
0,0,0,0,false,true,Flukesashimi,../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'caramel popcorn',../Set_Q/review-159.txt,positive
0,0,0,0,false,false,'smoked hot sausage',../Set_Q/review-160.txt,positive
0,0,0,0,false,false,'pulled pork',../Set_Q/review-160.txt,positive
0,1,0,1,false,false,'Spare ribs',../Set_Q/review-160.txt,positive
0,0,0,0,false,false,' Mighty Quinns baked beans',../Set_Q/review-160.txt,positive
0,0,0,0,false,false,'salad of peas and edamame',../Set_Q/review-160.txt,positive
1,0,0,0,false,false,'sweet potato casserole',../Set_Q/review-160.txt,positive
0,0,0,0,false,false,'French toast',../Set_Q/review-161.txt,positive
0,0,0,0,false,false,pierogies,../Set_Q/review-161.txt,positive
0,0,0,0,false,false,paninis,../Set_Q/review-161.txt,positive
0,0,0,0,false,false,'linguine pomodoro',../Set_Q/review-161.txt,positive
0,0,0,1,false,true,' spongy fishcake',../Set_Q/review-161.txt,positive
0,0,0,1,false,true,'string beans and okra',../Set_Q/review-161.txt,positive
0,0,0,0,false,false,'lo mein',../Set_Q/review-161.txt,positive
0,0,0,0,false,false,'mei fun',../Set_Q/review-161.txt,positive
0,0,0,1,false,false,'jasmine rice',../Set_Q/review-161.txt,positive
0,0,0,0,false,false,'melted Cheddar and Cotswold',../Set_Q/review-162.txt,positive
1,0,0,0,false,false,'deepfried curds',../Set_Q/review-162.txt,positive
0,0,0,0,false,false,'Buffalostyle baptism by fire',../Set_Q/review-162.txt,positive
0,0,0,0,false,false,'grilled cheese',../Set_Q/review-162.txt,positive
0,0,0,0,false,false,'a mac and cheese',../Set_Q/review-162.txt,positive
0,0,0,0,false,false,Burgers,../Set_Q/review-162.txt,positive
0,0,0,0,false,false,'slowmoving lava of pimento cheese',../Set_Q/review-162.txt,positive
0,0,0,0,false,false,'Rivers Edge chvre',../Set_Q/review-162.txt,positive
0,0,0,0,false,false,Etivaz,../Set_Q/review-162.txt,positive
0,0,0,0,false,false,Challerhocker,../Set_Q/review-162.txt,positive
0,0,0,0,false,false,'clam roll',../Set_Q/review-163.txt,positive
0,0,0,0,false,false,'touch of tarragon',../Set_Q/review-163.txt,positive
0,0,0,0,false,false,'golden beets',../Set_Q/review-163.txt,positive
0,1,0,0,false,false,'Meaty corkscrew whelks',../Set_Q/review-163.txt,positive
1,0,0,0,true,false,'the bowl of big sweet steamers',../Set_Q/review-163.txt,positive
0,0,0,0,false,false,'clippershipsize clam roll',../Set_Q/review-163.txt,positive
1,0,0,0,false,false,'fatbellied fried Ipswiches',../Set_Q/review-163.txt,positive
0,0,0,0,false,false,'mayonnaisedrowned lobster roll',../Set_Q/review-163.txt,positive
0,1,0,0,false,false,'steak frites',../Set_Q/review-164.txt,positive
0,0,0,0,false,false,'suckling pig',../Set_Q/review-164.txt,positive
0,0,0,0,false,false,Lobster,../Set_Q/review-164.txt,positive
0,1,0,0,false,false,'roast chicken',../Set_Q/review-164.txt,positive
0,0,0,0,false,false,'grilled pig snouts',../Set_Q/review-165.txt,positive
0,1,0,0,false,false,'grilled chicken',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'crunchy pig tails',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'tender pork tongue',../Set_Q/review-165.txt,positive
0,0,1,0,false,false,'muu sawan',../Set_Q/review-165.txt,positive
0,0,0,0,false,true,'tomsaep muu',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'yam plaa meuk',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'squid with tomatoes and celery',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'yam het huu nuu khao',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'khai luuk khoei',../Set_Q/review-165.txt,positive
0,1,0,0,false,false,'Vietnamesestyle chicken wings',../Set_Q/review-165.txt,positive
0,0,0,0,false,false,'spicy whelk',../Set_Q/review-166.txt,positive
0,0,0,0,false,false,'buckwheat noodles',../Set_Q/review-166.txt,positive
0,0,0,0,false,false,'tender little whelks',../Set_Q/review-166.txt,positive
0,0,0,0,false,false,japchae,../Set_Q/review-166.txt,positive
0,0,0,0,false,true,'pancake of scallions and Koreanpeppers',../Set_Q/review-166.txt,positive
0,0,1,1,false,false,kimchi,../Set_Q/review-166.txt,positive
0,0,1,1,false,false,' bacon and chorizo paella',../Set_Q/review-166.txt,positive
1,0,1,0,false,true,'friedJidori hen egg',../Set_Q/review-166.txt,positive
0,0,0,0,false,false,'bulgogi slider',../Set_Q/review-166.txt,positive
0,0,0,0,false,false,porkbelly,../Set_Q/review-166.txt,positive
0,0,0,0,false,true,'poached sablefish',../Set_Q/review-166.txt,positive
0,0,0,0,false,true,'chopsticktender daikon',../Set_Q/review-166.txt,positive
0,0,0,0,false,false,pizza,../Set_Q/review-167.txt,positive
0,0,0,0,false,false,'singleserving pies',../Set_Q/review-167.txt,positive
0,0,0,0,false,false,'brickoven pizzas',../Set_Q/review-167.txt,positive
0,0,0,0,false,false,'clam pie',../Set_Q/review-167.txt,positive
0,0,0,0,false,false,'pepperoni pizza',../Set_Q/review-167.txt,positive
0,0,0,0,false,false,'hotporkdrenched cracker',../Set_Q/review-167.txt,positive
0,0,0,0,false,false,'juicy pink pork chop',../Set_Q/review-168.txt,positive
0,0,0,0,false,true,'lipsmacking Bordelaise',../Set_Q/review-168.txt,positive
0,0,0,0,false,true,'hot crisppotato sticks',../Set_Q/review-168.txt,positive
0,1,0,0,false,false,'lamb shank',../Set_Q/review-168.txt,positive
0,0,0,0,false,false,'fat mussels in a wonderful creamy broth',../Set_Q/review-168.txt,positive
0,0,0,0,false,false,'razor clams slapped',../Set_Q/review-168.txt,positive
0,0,0,0,false,false,'seared bigeye tuna',../Set_Q/review-168.txt,positive
0,0,0,0,false,false,'cabbage salad',../Set_Q/review-169.txt,positive
0,0,0,0,false,false,'cauliflower florets',../Set_Q/review-169.txt,positive
0,0,0,0,false,false,'rosemary lady fingers',../Set_Q/review-169.txt,positive
0,0,0,0,false,false,'a salad of grilled scallions',../Set_Q/review-169.txt,positive
0,1,0,0,false,false,'strip steak special',../Set_Q/review-170.txt,positive
0,1,0,0,true,false,'A half chicken',../Set_Q/review-170.txt,positive
0,0,0,0,true,false,'fillet of halibut',../Set_Q/review-170.txt,positive
0,0,0,0,false,false,'grilled duck hearts',../Set_Q/review-170.txt,positive
0,0,0,0,true,false,'a sorrel soup',../Set_Q/review-170.txt,positive
0,0,0,0,false,false,'lemon pie',../Set_Q/review-170.txt,positive
0,0,0,0,false,false,Presidente,../Set_Q/review-170.txt,positive
0,0,0,0,false,false,pastas,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,pizzas,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'romesco sauces',../Set_Q/review-211.txt,positive
0,0,0,0,true,false,'bar snacks',../Set_Q/review-211.txt,positive
0,0,0,0,true,false,'porcelain bowls',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'tuna tartare',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,chorizo,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,burrata,../Set_Q/review-211.txt,positive
0,0,0,0,false,true,'roasted beets',../Set_Q/review-211.txt,positive
0,0,0,0,false,true,vinaigrette,../Set_Q/review-211.txt,positive
0,1,0,0,false,false,'tarragon chicken',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,rice,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'steamed egg',../Set_Q/review-211.txt,positive
1,0,0,0,false,false,'fried artichokes',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'Steamed halibut',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,fish,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'saffrontomato soup',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'Softshell crab crostini',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'red prawns',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,mussels,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'greenonion pure',../Set_Q/review-211.txt,positive
0,0,1,0,false,false,'pimentndusted potatoes',../Set_Q/review-211.txt,positive
0,0,1,0,false,false,'poached egg',../Set_Q/review-211.txt,positive
0,0,1,0,false,false,ParmigianoReggiano,../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'chicory salad',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'crunchy potatoes',../Set_Q/review-211.txt,positive
0,1,0,0,false,false,'tarragon chicken',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'scrambled eggs',../Set_Q/review-211.txt,positive
0,0,0,0,false,false,'mushroom broth',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'liquid ravioli',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,rice,../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'duck cracklings',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,tuna,../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'slowpoached egg',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'sunnysideup egg',../Set_Q/review-212.txt,positive
0,1,0,0,false,false,shrimp,../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'Farm egg with salt cod',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'coconutcurry soup',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,cuttlefish,../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'peas egg and bacon',../Set_Q/review-212.txt,positive
0,1,0,0,false,false,'shrimp alhinho',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'baby goat',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'rice with duck confit',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,scallops,../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'strawberry tasting',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,'caramel brioche',../Set_Q/review-212.txt,positive
0,0,0,0,false,false,pizza,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,pizza,../Set_Q/review-213.txt,positive
1,0,0,0,false,false,'fried pizza',../Set_Q/review-213.txt,positive
0,0,0,0,false,false,'egg roll',../Set_Q/review-213.txt,positive
0,0,0,0,true,false,'smoked mozzarella',../Set_Q/review-213.txt,positive
0,0,0,0,true,false,ricotta,../Set_Q/review-213.txt,positive
0,0,0,0,true,false,'margherita regina',../Set_Q/review-213.txt,positive
0,0,0,0,true,false,secondigliano,../Set_Q/review-213.txt,positive
0,0,0,0,true,false,provola,../Set_Q/review-213.txt,positive
0,0,0,0,true,false,fuorigrotta,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,antipasti,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,salads,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,desserts,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,Montanara,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,margherita,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,secondigliano,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,pizza,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,fuorigrotta,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,mozzarella,../Set_Q/review-213.txt,positive
0,0,0,0,false,false,pecorino,../Set_Q/review-213.txt,positive
0,1,0,0,false,false,'slowroasted lamb',../Set_Q/review-214.txt,positive
0,0,0,0,false,false,paratha,../Set_Q/review-214.txt,positive
0,0,0,0,false,false,'manylayered Indian flatbread',../Set_Q/review-214.txt,positive
0,0,1,0,false,false,tacos,../Set_Q/review-214.txt,positive
0,0,0,0,false,false,paratha,../Set_Q/review-214.txt,positive
0,0,0,0,false,false,'Indian paneer',../Set_Q/review-214.txt,positive
0,1,0,0,false,false,'Chicken chorizo',../Set_Q/review-214.txt,positive
0,0,1,0,false,true,parathas,../Set_Q/review-214.txt,positive
0,0,0,0,false,false,'Goa Taco',../Set_Q/review-214.txt,positive
0,1,0,0,false,false,rotisseriechicken,../Set_Q/review-215.txt,positive
0,1,1,0,false,false,chicken,../Set_Q/review-215.txt,positive
0,0,0,0,false,false,'French fries',../Set_Q/review-215.txt,positive
0,0,0,0,false,false,'rice and beans',../Set_Q/review-215.txt,positive
0,1,0,0,false,false,'rotisserie chickens',../Set_Q/review-215.txt,positive
1,0,0,0,false,false,'fried rice',../Set_Q/review-215.txt,positive
0,0,0,0,false,false,rice,../Set_Q/review-215.txt,positive
0,0,0,0,false,false,'French fries',../Set_Q/review-215.txt,positive
0,0,0,0,false,false,rice,../Set_Q/review-215.txt,positive
0,0,0,0,false,false,'French fries',../Set_Q/review-215.txt,positive
0,0,0,0,false,false,'hot dogs',../Set_Q/review-215.txt,positive
0,1,0,0,false,true,'rotisserie chicken',../Set_Q/review-215.txt,positive
0,1,0,0,false,true,'chicken stirfry',../Set_Q/review-215.txt,positive
1,0,0,0,false,true,'fried rice',../Set_Q/review-215.txt,positive
0,0,0,0,false,true,quinoa,../Set_Q/review-215.txt,positive
0,0,0,0,false,false,pizza,../Set_Q/review-216.txt,positive
0,0,0,0,false,true,Fish,../Set_Q/review-216.txt,positive
0,0,0,0,false,false,dal,../Set_Q/review-216.txt,positive
0,0,0,0,false,false,rice,../Set_Q/review-216.txt,positive
0,0,0,1,false,false,fish,../Set_Q/review-216.txt,positive
0,1,0,0,true,false,'pinkish chicken tikka masala',../Set_Q/review-216.txt,positive
0,1,0,0,true,false,'chicken tandoori',../Set_Q/review-216.txt,positive
0,0,0,0,true,false,biriyani,../Set_Q/review-216.txt,positive
0,0,1,0,true,false,samosas,../Set_Q/review-216.txt,positive
0,0,0,0,false,false,'vegetable fritters',../Set_Q/review-216.txt,positive
0,0,0,0,false,true,'mashed dishes',../Set_Q/review-216.txt,positive
0,0,0,0,false,true,'baked spaetzle',../Set_Q/review-217.txt,positive
